hotel_names,rating,coordinates,description,links,town
Hotel Arc-En-Ciel Colmar Contact Hotel,8.0,"7.36068695783615,48.087453991085","L'Hotel Arc-En-Ciel Colmar Contact Hotel vous accueille dans un cadre verdoyant, à seulement 1 km du centre-ville de Colmar, de ses sites historiques et attractions. ",www.booking.com/hotel/fr/arc-en-ciel-hexagone.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
La Chambre de Bartholdi,9.0,"7.35590635341737,48.0736564498068","Doté d'un salon commun, l'établissement La Chambre de Bartholdi propose un hébergement à Colmar avec une connexion Wi-Fi gratuite et une vue sur la ville. ",www.booking.com/hotel/fr/la-chambre-de-bartholdi.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
Colmar Hotel,9.0,"7.34638972638936,48.0708007372487","Le Colmar Hotel vous accueille à Colmar, à 1 km de la Maison des Têtes et à 1,2 km de la place des Dominicains, où se déroule le marché de Noël. Il possède une réception ouverte 24h/24 et un bar. ",www.booking.com/hotel/fr/colmar.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKooJ2KBsACAdICJDQxZTNiOTc4LWRmNTUtNGQ3YS1iZjQzLWMyYzMwMTI4NGFjYdgCBeACAQ&sid=1caa4cc20358f62e3d5048e038148c0b&dest_id=-1421049&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063529&srpvid=52e269544c86005e&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Colmar
James Vignoble Hôtel - Eguisheim,8.9,"7.30157844722271,48.0449627742366",James Vignoble Hôtel - Eguisheim is located among the vineyards of Eguisheim. ,www.booking.com/hotel/fr/saint-hubert-eguisheim.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Résidence Pierre & Vacances Le Clos d'Eguisheim,8.1,"7.31185466051102,48.0450273356765","La Résidence Pierre & Vacances Le Clos d’Eguisheim est située à 700 mètres du centre du village d’Eguisheim en Alsace, le long de la route des vins. ",www.booking.com/hotel/fr/residence-pierre-et-vacances-le-clos-d-eguisheim.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Brit Hotel Confort La Ferme du Pape,8.0,"7.30945140123367,48.0422886201121","Le Brit Hotel Confort La Ferme du Pape vous accueille à l'entrée d'un charmant village au cœur des vignobles, dans une région gastronomique, à 8 km de Colmar. ",www.booking.com/hotel/fr/hostellerie-du-pape.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Hotel Colmar Vignes Eguisheim,8.8,"7.30412185192108,48.043271326245","Situé à 200 mètres du centre-ville d'Eguishein et à 10 minutes en voiture de Colmar, l'Hotel Colmar Vignes Eguisheim met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking privé....",www.booking.com/hotel/fr/auberge-des-comtes.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Hôtel L'Auberge Alsacienne,8.7,"7.30916775763035,48.0422384083464","Situé dans le village d'Eguisheim, en Alsace, l'Hôtel L'Auberge Alsacienne propose des chambres modernes avec salle de bains privative et un restaurant traditionnel. ",www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
L'Hostellerie du Château,9.2,"7.30631925165653,48.0424204257641","L'établissement L'Hostellerie du Château est situé au cœur du village médiéval d'Eguisheim, sur la route des vins d'Alsace. ",www.booking.com/hotel/fr/hostellerie-du-chateau-eguisheim.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Auberge du Rempart,8.8,"7.30737026134227,48.0421578072359","Offrant une vue sur la ville, l'établissement à la gestion familiale Auberge du Rempart est situé dans le centre historique d'Eguisheim, en Alsace, à 100 mètres du marché de Noël de la ville. ",www.booking.com/hotel/fr/auberge-du-rempart.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Le Hameau d'Eguisheim - Chambres d'hôtes & Gîtes,9.2,"7.30712726712227,48.0425289651971","Aménagé dans une typique maison à colombages alsacienne, Le Hameau d'Eguisheim - chambres d'hôtes et gîtes propose des chambres avec petit-déjeuner ainsi que des hébergements indépendants. ",www.booking.com/hotel/fr/le-hameau-d-eguisheim.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Hôtel Restaurant À la ville de Nancy,8.4,"7.30439007282257,48.0434945844227","Situé dans le village alsacien typique d'Eguisheim, cet hôtel occupe un bâtiment à colombages et dispose d'un restaurant servant une cuisine régionale traditionnelle. ",www.booking.com/hotel/fr/ha-tel-restaurant-a-la-ville-de-nancy.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
Fleur de Vigne,9.7,"7.3051632,48.0461134","Situé à Eguisheim, à moins de 800 mètres du marché de Noël, le Fleur de Vigne propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation et un jardin. ",www.booking.com/hotel/fr/fleur-de-vignes-eguisheim.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKpoJ2KBsACAdICJGI2MDhmMWI2LTYxYjMtNGYzYy1hYzQzLWI2MDRiOGI0NDVmONgCBeACAQ&sid=b8755679b1f24aee1c8e2f4998fceb2f&dest_id=-1425030&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063530&srpvid=33206954f1430073&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Eguisheim
ibis Styles Besançon,7.9,"6.02163970470428,47.2542534551454","Idéalement situé dans un parc, l'hôtel ibis Styles Besançon se trouve à 15 minutes à pied de la gare TGV et du centre de Besançon. ",www.booking.com/hotel/fr/besancon.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
ibis Besançon Centre Ville,8.7,"6.02599533273406,47.240456051464","L'ibis Besançon Centre Ville se trouve dans la vieille ville de Besançon, à 500 mètres de la gare de Viotte et à 20 minutes de marche de la citadelle Vauban ainsi que du musée des beaux-arts. ",www.booking.com/hotel/fr/ibis-besancon-centre-ville.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
Best Western Citadelle,8.4,"6.02658033370972,47.231541000358","Le Best Western Citadelle est situé dans le centre-ville historique de Besançon, à 5 minutes à pied du Doubs et de la citadelle. Toutes les chambres disposent d'une connexion Wi-Fi gratuite. ",www.booking.com/hotel/fr/bestwesterncitadelle.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
Hôtel de Paris,8.8,"6.02532505989075,47.2385653657756","Situé dans le centre de Besançon, l'Hôtel de Paris est agrémenté d'un intérieur contemporain. Il propose une réception ouverte 24h/24 et une terrasse. ",www.booking.com/hotel/fr/de-paris-besanasson.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
All Suites Besançon,8.1,"5.99548012018204,47.2543572257814","L'Hôtel All Suites Besançon dispose d'un sauna, d'une salle de sport et d'une connexion Wi-Fi gratuite, accessible dans l'ensemble de ses locaux. ",www.booking.com/hotel/fr/all-suites-besancon.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
Zenitude Hôtel-Résidences Les Hauts Du Chazal,8.1,"5.95612406730652,47.2244865588151","Le Zenitude Hôtel-Résidences Les Hauts Du Chazal est situé à proximité du grand centre commercial Chateaufarineau, à seulement 15 minutes du centre-ville. ",www.booking.com/hotel/fr/residence-hauts-du-chazal.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
Hotel Victor Hugo & Spa,8.6,"6.02364331483841,47.2474187097663",L'Hotel Victor Hugo & Spa propose un hébergement à 50 mètres de la gare de Besançon-Viotte et à seulement 15 minutes à pied du centre-ville historique de Besançon. ,www.booking.com/hotel/fr/logis-de-france-florel.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
Mercure Besancon Parc Micaud,7.3,"6.03179454803467,47.2422875195244","Cet hôtel Mercure est situé dans le centre-ville de Besançon, dans les jardins du casino, au bord du Doubs et en face du parc Micaud. ",www.booking.com/hotel/fr/besancon-parc-micaud.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
Hôtel AKENA BESANCON,8.7,"5.899844,47.235488","Situé à Besançon, à 7 km de Micropolis, l'Hôtel AKENA BESANCON propose un restaurant, un parking privé gratuit, un bar et une terrasse. ",www.booking.com/hotel/fr/akena-besancon.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
ibis Besançon la City,7.9,"6.01498838538896,47.2354914037346","L’ibis Besançon la City se trouve sur les rives du Doubs, dans le quartier d’affaires La City, à 10 minutes de marche du centre-ville de Besançon et de ses musées. ",www.booking.com/hotel/fr/ibis-besancon-la-city.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqygnYoGwAIB0gIkMDI2OTY3ZTMtNWRmYS00NTAzLThlNDYtYzc1YWNmOTRhMmMz2AIF4AIB&sid=a0fa13cd9fb0c366b515a3149589a2a9&dest_id=-1412198&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063532&srpvid=66696956c41a00c7&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Besancon
Odalys City Dijon Les Cordeliers,8.1,"5.04011462331346,47.3182700145525",L'Odalys City Dijon Les Cordeliers est situé dans le centre historique de Dijon. ,www.booking.com/hotel/fr/appart-39-odalys-les-cordeliers.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
Hôtel des Halles,8.9,"5.03691829741001,47.3255814185703","L'Hôtel des Halles vous accueille dans le centre-ville historique de Dijon, à 50 mètres de la zone piétonne et à 300 mètres du marché couvert des halles centrales. ",www.booking.com/hotel/fr/hotel-des-halles-dijon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
"Holiday Inn Express Dijon, an IHG Hotel",8.3,"5.07608726620674,47.3269991049702","Situé à Saint-Apollinaire, l'Holiday Inn Express Dijon possède une piscine extérieure. Cet établissement climatisé propose une réception ouverte 24h/24, une terrasse bien exposée et un bar. ",www.booking.com/hotel/fr/holiday-inn-express-dijon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
Hôtel Restaurant initial by balladins Dijon Nord,7.6,"5.0696673989296,47.3512156584435","Situé à 12 minutes en voiture du centre-ville de Dijon, l'Hôtel Balladins Dijon Nord possède des chambres climatisées avec connexion Wi-Fi gratuite, des salles de réunion et un restaurant. ",www.booking.com/hotel/fr/hotel-balladins-dijon-nord-superior.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
Hôtel République,8.3,"5.04478052258492,47.3257014120902",Cette auberge du XVIIIe siècle est située dans une rue calme du centre historique de Dijon. Elle vous accueille dans un cadre moderne et élégant avec connexion Wi-Fi gratuite. ,www.booking.com/hotel/fr/republique-dijon.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
ibis Dijon Gare,8.0,"5.0238861143589,47.3222314894531","L'hôtel ibis Dijon Gare est situé en face de la gare, à seulement 10 minutes à pied du centre-ville historique. ",www.booking.com/hotel/fr/ibis-dijon-gare.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
Novotel Dijon Route des Grands Crus,7.4,"5.00770568847656,47.2795274293251","Situé sur la route des vins de Bourgogne, le Novotel Dijon Route des Grands Crus se trouve à 10 minutes de Dijon, dans la région des vignobles de Marsannay-la-Côte. ",www.booking.com/hotel/fr/novotel-dijon-sud.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
Kyriad Hotel Dijon Gare,7.4,"5.02989828586578,47.3227960378455",Le Kyriad Hotel Dijon Gare vous accueille à 120 mètres de la gare de Dijon. Il dispose d'une piscine intérieure et de chambres insonorisées avec une connexion Wi-Fi gratuite. ,www.booking.com/hotel/fr/kyriad-gare.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9kaWpvbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Aq2gnYoGwAIB0gIkNmRjMTM3MjctZGQ5ZS00NGQwLTg3MDEtYWM1YjQ5OTA3YjM32AIF4AIB&sid=ce77123d10548c4c66de7a6ce63a9ba8&dest_id=-1423981&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063534&srpvid=9a2f6956810100cf&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Dijon
